ID,CHOICE,AV_TRAIN,AV_SM,AV_CAR,logt(TRAIN_TT) x ga_1,TRAIN_ASC_1,logt(TRAIN_CO)_1,logt(TRAIN_CO)_1,logt(TRAIN_CO) x purpose_1,logt(TRAIN_CO) x purpose_2,logt(TRAIN_CO) x ga_1,TRAIN_CO_1,logt(TRAIN_CO) x age_1,logt(TRAIN_CO) x age_2,logt(TRAIN_CO) x age_3,logt(TRAIN_CO) x age_4,TRAIN_CO x purpose_1,TRAIN_CO x purpose_2,logt(TRAIN_HE)_1,logt(SM_CO) x ga_1,logt(SM_CO) x purpose_1,logt(SM_CO) x purpose_2,logt(SM_CO)_1,logt(SM_TT)_1,SM_CO_1,SM_ASC x age_1,SM_ASC x age_2,SM_ASC x age_3,SM_ASC x age_4,SM_CO x purpose_1,SM_CO x purpose_2,logt(CAR_CO)_1,CAR_TT x ga_1,logt(CAR_TT) x purpose_1,logt(CAR_TT) x purpose_2,logt(CAR_CO) x age_1,logt(CAR_CO) x age_2,logt(CAR_CO) x age_3,logt(CAR_CO) x age_4,CAR_CO x purpose_1,CAR_CO x purpose_2,CAR_TT x age_1,CAR_TT x age_2,CAR_TT x age_3,CAR_TT x age_4
744,2,1,1,1,0.882,1.000,0.432,0.432,0.432,0.000,0.432,0.540,0.000,0.000,0.432,0.000,0.540,0.000,1.099,0.501,0.501,0.000,0.501,0.480,0.650,0.000,0.000,1.000,0.000,0.650,0.000,0.392,1.950,1.082,0.000,0.000,0.000,0.392,0.000,0.480,0.000,0.000,0.000,1.950,0.000
744,3,1,1,1,1.018,1.000,0.432,0.432,0.432,0.000,0.432,0.540,0.000,0.000,0.432,0.000,0.540,0.000,1.099,0.519,0.519,0.000,0.519,0.521,0.680,0.000,0.000,1.000,0.000,0.680,0.000,0.392,1.200,0.788,0.000,0.000,0.000,0.392,0.000,0.480,0.000,0.000,0.000,1.200,0.000
744,1,1,1,1,0.930,1.000,0.432,0.432,0.432,0.000,0.432,0.540,0.000,0.000,0.432,0.000,0.540,0.000,0.693,0.519,0.519,0.000,0.519,0.521,0.680,0.000,0.000,1.000,0.000,0.680,0.000,0.577,1.950,1.082,0.000,0.000,0.000,0.577,0.000,0.780,0.000,0.000,0.000,1.950,0.000
744,2,1,1,1,0.930,1.000,0.470,0.470,0.470,0.000,0.470,0.600,0.000,0.000,0.470,0.000,0.600,0.000,1.099,0.536,0.536,0.000,0.536,0.521,0.710,0.000,0.000,1.000,0.000,0.710,0.000,0.577,1.200,0.788,0.000,0.000,0.000,0.577,0.000,0.780,0.000,0.000,0.000,1.200,0.000
744,1,1,1,1,0.882,1.000,0.470,0.470,0.470,0.000,0.470,0.600,0.000,0.000,0.470,0.000,0.600,0.000,0.693,0.536,0.536,0.000,0.536,0.521,0.710,0.000,0.000,1.000,0.000,0.710,0.000,0.470,1.950,1.082,0.000,0.000,0.000,0.470,0.000,0.600,0.000,0.000,0.000,1.950,0.000
744,2,1,1,1,0.882,1.000,0.542,0.542,0.542,0.000,0.542,0.720,0.000,0.000,0.542,0.000,0.720,0.000,0.693,0.610,0.610,0.000,0.610,0.480,0.840,0.000,0.000,1.000,0.000,0.840,0.000,0.392,1.500,0.916,0.000,0.000,0.000,0.392,0.000,0.480,0.000,0.000,0.000,1.500,0.000
744,2,1,1,1,0.882,1.000,0.470,0.470,0.470,0.000,0.470,0.600,0.000,0.000,0.470,0.000,0.600,0.000,1.099,0.554,0.554,0.000,0.554,0.449,0.740,0.000,0.000,1.000,0.000,0.740,0.000,0.577,1.500,0.916,0.000,0.000,0.000,0.577,0.000,0.780,0.000,0.000,0.000,1.500,0.000
744,1,1,1,1,0.930,1.000,0.542,0.542,0.542,0.000,0.542,0.720,0.000,0.000,0.542,0.000,0.720,0.000,0.405,0.663,0.663,0.000,0.663,0.521,0.940,0.000,0.000,1.000,0.000,0.940,0.000,0.577,1.500,0.916,0.000,0.000,0.000,0.577,0.000,0.780,0.000,0.000,0.000,1.500,0.000
749,2,1,1,1,0.930,1.000,0.542,0.542,0.542,0.000,0.542,0.720,0.000,0.000,0.542,0.000,0.720,0.000,1.099,0.610,0.610,0.000,0.610,0.480,0.840,0.000,0.000,1.000,0.000,0.840,0.000,0.405,1.733,1.006,0.000,0.000,0.000,0.405,0.000,0.500,0.000,0.000,0.000,1.733,0.000
749,2,1,1,1,0.882,1.000,0.542,0.542,0.542,0.000,0.542,0.720,0.000,0.000,0.542,0.000,0.720,0.000,0.405,0.577,0.577,0.000,0.577,0.449,0.780,0.000,0.000,1.000,0.000,0.780,0.000,0.501,1.733,1.006,0.000,0.000,0.000,0.501,0.000,0.650,0.000,0.000,0.000,1.733,0.000
749,3,1,1,1,1.018,1.000,0.542,0.542,0.542,0.000,0.542,0.720,0.000,0.000,0.542,0.000,0.720,0.000,0.693,0.663,0.663,0.000,0.663,0.521,0.940,0.000,0.000,1.000,0.000,0.940,0.000,0.336,1.733,1.006,0.000,0.000,0.000,0.336,0.000,0.400,0.000,0.000,0.000,1.733,0.000
749,3,1,1,1,0.882,1.000,0.470,0.470,0.470,0.000,0.470,0.600,0.000,0.000,0.470,0.000,0.600,0.000,0.405,0.610,0.610,0.000,0.610,0.480,0.840,0.000,0.000,1.000,0.000,0.840,0.000,0.336,1.067,0.726,0.000,0.000,0.000,0.336,0.000,0.400,0.000,0.000,0.000,1.067,0.000
749,2,1,1,1,1.018,1.000,0.432,0.432,0.432,0.000,0.432,0.540,0.000,0.000,0.432,0.000,0.540,0.000,0.693,0.501,0.501,0.000,0.501,0.480,0.650,0.000,0.000,1.000,0.000,0.650,0.000,0.501,1.333,0.847,0.000,0.000,0.000,0.501,0.000,0.650,0.000,0.000,0.000,1.333,0.000
749,2,1,1,1,0.930,1.000,0.432,0.432,0.432,0.000,0.432,0.540,0.000,0.000,0.432,0.000,0.540,0.000,1.099,0.577,0.577,0.000,0.577,0.449,0.780,0.000,0.000,1.000,0.000,0.780,0.000,0.336,1.333,0.847,0.000,0.000,0.000,0.336,0.000,0.400,0.000,0.000,0.000,1.333,0.000
749,3,1,1,1,0.882,1.000,0.542,0.542,0.542,0.000,0.542,0.720,0.000,0.000,0.542,0.000,0.720,0.000,1.099,0.663,0.663,0.000,0.663,0.521,0.940,0.000,0.000,1.000,0.000,0.940,0.000,0.405,1.067,0.726,0.000,0.000,0.000,0.405,0.000,0.500,0.000,0.000,0.000,1.067,0.000
749,2,1,1,1,0.882,1.000,0.432,0.432,0.432,0.000,0.432,0.540,0.000,0.000,0.432,0.000,0.540,0.000,0.405,0.519,0.519,0.000,0.519,0.521,0.680,0.000,0.000,1.000,0.000,0.680,0.000,0.405,1.333,0.847,0.000,0.000,0.000,0.405,0.000,0.500,0.000,0.000,0.000,1.333,0.000
749,2,1,1,1,1.018,1.000,0.470,0.470,0.470,0.000,0.470,0.600,0.000,0.000,0.470,0.000,0.600,0.000,0.693,0.554,0.554,0.000,0.554,0.449,0.740,0.000,0.000,1.000,0.000,0.740,0.000,0.405,1.067,0.726,0.000,0.000,0.000,0.405,0.000,0.500,0.000,0.000,0.000,1.067,0.000
492,2,1,1,1,1.689,1.000,0.742,0.742,0.742,0.000,0.742,1.100,0.000,0.000,0.742,0.000,1.100,0.000,1.099,0.779,0.779,0.000,0.779,1.076,1.180,0.000,0.000,1.000,0.000,1.180,0.000,0.718,3.000,1.386,0.000,0.000,0.000,0.718,0.000,1.050,0.000,0.000,0.000,3.000,0.000
492,2,1,1,1,1.511,1.000,0.604,0.604,0.604,0.000,0.604,0.830,0.000,0.000,0.604,0.000,0.830,0.000,1.099,0.678,0.678,0.000,0.678,1.110,0.970,0.000,0.000,1.000,0.000,0.970,0.000,0.610,3.900,1.589,0.000,0.000,0.000,0.610,0.000,0.840,0.000,0.000,0.000,3.900,0.000
492,3,1,1,1,1.689,1.000,0.604,0.604,0.604,0.000,0.604,0.830,0.000,0.000,0.604,0.000,0.830,0.000,1.099,0.718,0.718,0.000,0.718,1.153,1.050,0.000,0.000,1.000,0.000,1.050,0.000,0.610,2.400,1.224,0.000,0.000,0.000,0.610,0.000,0.840,0.000,0.000,0.000,2.400,0.000
492,2,1,1,1,1.576,1.000,0.604,0.604,0.604,0.000,0.604,0.830,0.000,0.000,0.604,0.000,0.830,0.000,0.693,0.718,0.718,0.000,0.718,1.153,1.050,0.000,0.000,1.000,0.000,1.050,0.000,0.859,3.900,1.589,0.000,0.000,0.000,0.859,0.000,1.360,0.000,0.000,0.000,3.900,0.000
492,3,1,1,1,1.576,1.000,0.652,0.652,0.652,0.000,0.652,0.920,0.000,0.000,0.652,0.000,0.920,0.000,1.099,0.718,0.718,0.000,0.718,1.153,1.050,0.000,0.000,1.000,0.000,1.050,0.000,0.859,2.400,1.224,0.000,0.000,0.000,0.859,0.000,1.360,0.000,0.000,0.000,2.400,0.000
492,2,1,1,1,1.511,1.000,0.652,0.652,0.652,0.000,0.652,0.920,0.000,0.000,0.652,0.000,0.920,0.000,0.693,0.718,0.718,0.000,0.718,1.153,1.050,0.000,0.000,1.000,0.000,1.050,0.000,0.718,3.900,1.589,0.000,0.000,0.000,0.718,0.000,1.050,0.000,0.000,0.000,3.900,0.000
492,2,1,1,1,1.511,1.000,0.742,0.742,0.742,0.000,0.742,1.100,0.000,0.000,0.742,0.000,1.100,0.000,0.693,0.820,0.820,0.000,0.820,1.110,1.270,0.000,0.000,1.000,0.000,1.270,0.000,0.610,3.000,1.386,0.000,0.000,0.000,0.610,0.000,0.840,0.000,0.000,0.000,3.000,0.000
492,2,1,1,1,1.511,1.000,0.652,0.652,0.652,0.000,0.652,0.920,0.000,0.000,0.652,0.000,0.920,0.000,1.099,0.737,0.737,0.000,0.737,1.076,1.090,0.000,0.000,1.000,0.000,1.090,0.000,0.859,3.000,1.386,0.000,0.000,0.000,0.859,0.000,1.360,0.000,0.000,0.000,3.000,0.000
492,2,1,1,1,1.576,1.000,0.742,0.742,0.742,0.000,0.742,1.100,0.000,0.000,0.742,0.000,1.100,0.000,0.405,0.900,0.900,0.000,0.900,1.153,1.460,0.000,0.000,1.000,0.000,1.460,0.000,0.859,3.000,1.386,0.000,0.000,0.000,0.859,0.000,1.360,0.000,0.000,0.000,3.000,0.000
446,2,1,1,1,1.041,1.000,0.270,0.270,0.270,0.000,0.270,0.310,0.000,0.000,0.270,0.000,0.310,0.000,1.099,0.336,0.336,0.000,0.336,0.651,0.400,0.000,0.000,1.000,0.000,0.400,0.000,0.336,1.517,0.923,0.000,0.000,0.000,0.336,0.000,0.400,0.000,0.000,0.000,1.517,0.000
446,2,1,1,1,0.975,1.000,0.270,0.270,0.270,0.000,0.270,0.310,0.000,0.000,0.270,0.000,0.310,0.000,0.405,0.307,0.307,0.000,0.307,0.624,0.360,0.000,0.000,1.000,0.000,0.360,0.000,0.419,1.517,0.923,0.000,0.000,0.000,0.419,0.000,0.520,0.000,0.000,0.000,1.517,0.000
446,3,1,1,1,1.163,1.000,0.270,0.270,0.270,0.000,0.270,0.310,0.000,0.000,0.270,0.000,0.310,0.000,0.693,0.372,0.372,0.000,0.372,0.685,0.450,0.000,0.000,1.000,0.000,0.450,0.000,0.278,1.517,0.923,0.000,0.000,0.000,0.278,0.000,0.320,0.000,0.000,0.000,1.517,0.000
446,3,1,1,1,0.975,1.000,0.231,0.231,0.231,0.000,0.231,0.260,0.000,0.000,0.231,0.000,0.260,0.000,0.405,0.336,0.336,0.000,0.336,0.651,0.400,0.000,0.000,1.000,0.000,0.400,0.000,0.278,0.933,0.659,0.000,0.000,0.000,0.278,0.000,0.320,0.000,0.000,0.000,0.933,0.000
446,2,1,1,1,1.163,1.000,0.207,0.207,0.207,0.000,0.207,0.230,0.000,0.000,0.207,0.000,0.230,0.000,0.693,0.247,0.247,0.000,0.247,0.651,0.280,0.000,0.000,1.000,0.000,0.280,0.000,0.419,1.167,0.773,0.000,0.000,0.000,0.419,0.000,0.520,0.000,0.000,0.000,1.167,0.000
446,2,1,1,1,1.041,1.000,0.207,0.207,0.207,0.000,0.207,0.230,0.000,0.000,0.207,0.000,0.230,0.000,1.099,0.307,0.307,0.000,0.307,0.624,0.360,0.000,0.000,1.000,0.000,0.360,0.000,0.278,1.167,0.773,0.000,0.000,0.000,0.278,0.000,0.320,0.000,0.000,0.000,1.167,0.000
446,2,1,1,1,0.975,1.000,0.270,0.270,0.270,0.000,0.270,0.310,0.000,0.000,0.270,0.000,0.310,0.000,1.099,0.372,0.372,0.000,0.372,0.685,0.450,0.000,0.000,1.000,0.000,0.450,0.000,0.336,0.933,0.659,0.000,0.000,0.000,0.336,0.000,0.400,0.000,0.000,0.000,0.933,0.000
446,2,1,1,1,0.975,1.000,0.207,0.207,0.207,0.000,0.207,0.230,0.000,0.000,0.207,0.000,0.230,0.000,0.405,0.255,0.255,0.000,0.255,0.685,0.290,0.000,0.000,1.000,0.000,0.290,0.000,0.336,1.167,0.773,0.000,0.000,0.000,0.336,0.000,0.400,0.000,0.000,0.000,1.167,0.000
446,2,1,1,1,1.163,1.000,0.231,0.231,0.231,0.000,0.231,0.260,0.000,0.000,0.231,0.000,0.260,0.000,0.693,0.278,0.278,0.000,0.278,0.624,0.320,0.000,0.000,1.000,0.000,0.320,0.000,0.336,0.933,0.659,0.000,0.000,0.000,0.336,0.000,0.400,0.000,0.000,0.000,0.933,0.000
550,3,1,1,1,1.018,1.000,0.300,0.300,0.300,0.000,0.300,0.350,0.000,0.300,0.000,0.000,0.350,0.000,0.405,0.351,0.351,0.000,0.351,0.521,0.420,0.000,1.000,0.000,0.000,0.420,0.000,0.307,1.333,0.847,0.000,0.000,0.307,0.000,0.000,0.360,0.000,0.000,1.333,0.000,0.000
550,2,1,1,1,1.018,1.000,0.300,0.300,0.300,0.000,0.300,0.350,0.000,0.300,0.000,0.000,0.350,0.000,1.099,0.399,0.399,0.000,0.399,0.480,0.490,0.000,1.000,0.000,0.000,0.490,0.000,0.457,1.733,1.006,0.000,0.000,0.457,0.000,0.000,0.580,0.000,0.000,1.733,0.000,0.000
550,2,1,1,1,1.018,1.000,0.270,0.270,0.270,0.000,0.270,0.310,0.000,0.270,0.000,0.000,0.310,0.000,0.405,0.378,0.378,0.000,0.378,0.449,0.460,0.000,1.000,0.000,0.000,0.460,0.000,0.372,1.733,1.006,0.000,0.000,0.372,0.000,0.000,0.450,0.000,0.000,1.733,0.000,0.000
550,3,1,1,1,0.882,1.000,0.270,0.270,0.270,0.000,0.270,0.310,0.000,0.270,0.000,0.000,0.310,0.000,0.693,0.378,0.378,0.000,0.378,0.449,0.460,0.000,1.000,0.000,0.000,0.460,0.000,0.457,1.067,0.726,0.000,0.000,0.457,0.000,0.000,0.580,0.000,0.000,1.067,0.000,0.000
550,3,1,1,1,0.930,1.000,0.300,0.300,0.300,0.000,0.300,0.350,0.000,0.300,0.000,0.000,0.350,0.000,0.405,0.358,0.358,0.000,0.358,0.449,0.430,0.000,1.000,0.000,0.000,0.430,0.000,0.307,1.733,1.006,0.000,0.000,0.307,0.000,0.000,0.360,0.000,0.000,1.733,0.000,0.000
550,3,1,1,1,0.930,1.000,0.270,0.270,0.270,0.000,0.270,0.310,0.000,0.270,0.000,0.000,0.310,0.000,0.405,0.322,0.322,0.000,0.322,0.480,0.380,0.000,1.000,0.000,0.000,0.380,0.000,0.372,1.067,0.726,0.000,0.000,0.372,0.000,0.000,0.450,0.000,0.000,1.067,0.000,0.000
550,3,1,1,1,0.930,1.000,0.351,0.351,0.351,0.000,0.351,0.420,0.000,0.351,0.000,0.000,0.420,0.000,0.693,0.378,0.378,0.000,0.378,0.449,0.460,0.000,1.000,0.000,0.000,0.460,0.000,0.307,1.067,0.726,0.000,0.000,0.307,0.000,0.000,0.360,0.000,0.000,1.067,0.000,0.000
550,3,1,1,1,1.018,1.000,0.351,0.351,0.351,0.000,0.351,0.420,0.000,0.351,0.000,0.000,0.420,0.000,0.405,0.399,0.399,0.000,0.399,0.480,0.490,0.000,1.000,0.000,0.000,0.490,0.000,0.457,1.067,0.726,0.000,0.000,0.457,0.000,0.000,0.580,0.000,0.000,1.067,0.000,0.000
550,3,1,1,1,0.930,1.000,0.300,0.300,0.300,0.000,0.300,0.350,0.000,0.300,0.000,0.000,0.350,0.000,0.693,0.399,0.399,0.000,0.399,0.480,0.490,0.000,1.000,0.000,0.000,0.490,0.000,0.372,1.333,0.847,0.000,0.000,0.372,0.000,0.000,0.450,0.000,0.000,1.333,0.000,0.000
1124,3,1,1,1,1.519,1.000,0.756,0.756,0.000,0.000,0.756,1.130,0.000,0.756,0.000,0.000,0.000,0.000,1.099,0.846,0.000,0.000,0.846,1.018,1.330,0.000,1.000,0.000,0.000,0.000,0.000,0.693,3.683,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,3.683,0.000,0.000
1124,2,1,1,1,1.439,1.000,0.756,0.756,0.000,0.000,0.756,1.130,0.000,0.756,0.000,0.000,0.000,0.000,0.405,0.798,0.000,0.000,0.798,0.981,1.220,0.000,1.000,0.000,0.000,0.000,0.000,0.833,3.683,0.000,0.000,0.000,0.833,0.000,0.000,0.000,0.000,0.000,3.683,0.000,0.000
1124,3,1,1,1,1.665,1.000,0.756,0.756,0.000,0.000,0.756,1.130,0.000,0.756,0.000,0.000,0.000,0.000,0.693,0.916,0.000,0.000,0.916,1.065,1.500,0.000,1.000,0.000,0.000,0.000,0.000,0.588,3.683,0.000,0.000,0.000,0.588,0.000,0.000,0.000,0.000,0.000,3.683,0.000,0.000
1124,3,1,1,1,1.439,1.000,0.663,0.663,0.000,0.000,0.663,0.940,0.000,0.663,0.000,0.000,0.000,0.000,0.405,0.846,0.000,0.000,0.846,1.018,1.330,0.000,1.000,0.000,0.000,0.000,0.000,0.588,2.267,0.000,0.000,0.000,0.588,0.000,0.000,0.000,0.000,0.000,2.267,0.000,0.000
1124,2,1,1,1,1.665,1.000,0.615,0.615,0.000,0.000,0.615,0.850,0.000,0.615,0.000,0.000,0.000,0.000,0.693,0.688,0.000,0.000,0.688,1.018,0.990,0.000,1.000,0.000,0.000,0.000,0.000,0.833,2.833,0.000,0.000,0.000,0.833,0.000,0.000,0.000,0.000,0.000,2.833,0.000,0.000
1124,3,1,1,1,1.519,1.000,0.615,0.615,0.000,0.000,0.615,0.850,0.000,0.615,0.000,0.000,0.000,0.000,1.099,0.798,0.000,0.000,0.798,0.981,1.220,0.000,1.000,0.000,0.000,0.000,0.000,0.588,2.833,0.000,0.000,0.000,0.588,0.000,0.000,0.000,0.000,0.000,2.833,0.000,0.000
1124,3,1,1,1,1.439,1.000,0.756,0.756,0.000,0.000,0.756,1.130,0.000,0.756,0.000,0.000,0.000,0.000,1.099,0.916,0.000,0.000,0.916,1.065,1.500,0.000,1.000,0.000,0.000,0.000,0.000,0.693,2.267,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,2.267,0.000,0.000
1124,3,1,1,1,1.439,1.000,0.615,0.615,0.000,0.000,0.615,0.850,0.000,0.615,0.000,0.000,0.000,0.000,0.405,0.718,0.000,0.000,0.718,1.065,1.050,0.000,1.000,0.000,0.000,0.000,0.000,0.693,2.833,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,2.833,0.000,0.000
1124,3,1,1,1,1.665,1.000,0.663,0.663,0.000,0.000,0.663,0.940,0.000,0.663,0.000,0.000,0.000,0.000,0.693,0.751,0.000,0.000,0.751,0.981,1.120,0.000,1.000,0.000,0.000,0.000,0.000,0.693,2.267,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,2.267,0.000,0.000
150,2,1,1,1,0.000,1.000,3.472,3.472,0.000,3.472,0.000,31.200,0.000,0.000,3.472,0.000,0.000,31.200,1.099,0.000,0.000,3.550,3.550,0.372,33.800,0.000,0.000,1.000,0.000,0.000,33.800,0.693,0.000,0.000,1.082,0.000,0.000,0.693,0.000,0.000,1.000,0.000,0.000,1.950,0.000
150,2,1,1,1,0.000,1.000,3.472,3.472,0.000,3.472,0.000,31.200,0.000,0.000,3.472,0.000,0.000,31.200,0.405,0.000,0.000,3.472,3.472,0.336,31.200,0.000,0.000,1.000,0.000,0.000,31.200,0.833,0.000,0.000,1.082,0.000,0.000,0.833,0.000,0.000,1.300,0.000,0.000,1.950,0.000
150,2,1,1,1,0.000,1.000,3.472,3.472,0.000,3.472,0.000,31.200,0.000,0.000,3.472,0.000,0.000,31.200,0.693,0.000,0.000,3.752,3.752,0.417,41.600,0.000,0.000,1.000,0.000,0.000,41.600,0.588,0.000,0.000,1.082,0.000,0.000,0.588,0.000,0.000,0.800,0.000,0.000,1.950,0.000
150,1,1,1,1,0.000,1.000,3.296,3.296,0.000,3.296,0.000,26.000,0.000,0.000,3.296,0.000,0.000,26.000,0.405,0.000,0.000,3.752,3.752,0.372,41.600,0.000,0.000,1.000,0.000,0.000,41.600,0.588,0.000,0.000,0.788,0.000,0.000,0.588,0.000,0.000,0.800,0.000,0.000,1.200,0.000
150,1,1,1,1,0.000,1.000,3.195,3.195,0.000,3.195,0.000,23.400,0.000,0.000,3.195,0.000,0.000,23.400,0.693,0.000,0.000,3.472,3.472,0.372,31.200,0.000,0.000,1.000,0.000,0.000,31.200,0.833,0.000,0.000,0.916,0.000,0.000,0.833,0.000,0.000,1.300,0.000,0.000,1.500,0.000
150,3,1,1,1,0.000,1.000,3.195,3.195,0.000,3.195,0.000,23.400,0.000,0.000,3.195,0.000,0.000,23.400,1.099,0.000,0.000,3.752,3.752,0.336,41.600,0.000,0.000,1.000,0.000,0.000,41.600,0.588,0.000,0.000,0.916,0.000,0.000,0.588,0.000,0.000,0.800,0.000,0.000,1.500,0.000
150,2,1,1,1,0.000,1.000,3.472,3.472,0.000,3.472,0.000,31.200,0.000,0.000,3.472,0.000,0.000,31.200,1.099,0.000,0.000,3.752,3.752,0.417,41.600,0.000,0.000,1.000,0.000,0.000,41.600,0.693,0.000,0.000,0.788,0.000,0.000,0.693,0.000,0.000,1.000,0.000,0.000,1.200,0.000
150,2,1,1,1,0.000,1.000,3.195,3.195,0.000,3.195,0.000,23.400,0.000,0.000,3.195,0.000,0.000,23.400,0.405,0.000,0.000,3.550,3.550,0.417,33.800,0.000,0.000,1.000,0.000,0.000,33.800,0.693,0.000,0.000,0.916,0.000,0.000,0.693,0.000,0.000,1.000,0.000,0.000,1.500,0.000
150,3,1,1,1,0.000,1.000,3.296,3.296,0.000,3.296,0.000,26.000,0.000,0.000,3.296,0.000,0.000,26.000,0.693,0.000,0.000,3.550,3.550,0.336,33.800,0.000,0.000,1.000,0.000,0.000,33.800,0.693,0.000,0.000,0.788,0.000,0.000,0.693,0.000,0.000,1.000,0.000,0.000,1.200,0.000
568,3,1,1,1,1.295,1.000,0.351,0.351,0.351,0.000,0.351,0.420,0.000,0.351,0.000,0.000,0.420,0.000,0.405,0.378,0.378,0.000,0.378,0.875,0.460,0.000,1.000,0.000,0.000,0.460,0.000,0.365,1.833,1.041,0.000,0.000,0.365,0.000,0.000,0.440,0.000,0.000,1.833,0.000,0.000
568,2,1,1,1,1.295,1.000,0.351,0.351,0.351,0.000,0.351,0.420,0.000,0.351,0.000,0.000,0.420,0.000,1.099,0.425,0.425,0.000,0.425,0.847,0.530,0.000,1.000,0.000,0.000,0.530,0.000,0.536,2.383,1.219,0.000,0.000,0.536,0.000,0.000,0.710,0.000,0.000,2.383,0.000,0.000
568,2,1,1,1,1.295,1.000,0.322,0.322,0.322,0.000,0.322,0.380,0.000,0.322,0.000,0.000,0.380,0.000,0.405,0.405,0.405,0.000,0.405,0.826,0.500,0.000,1.000,0.000,0.000,0.500,0.000,0.438,2.383,1.219,0.000,0.000,0.438,0.000,0.000,0.550,0.000,0.000,2.383,0.000,0.000
568,3,1,1,1,1.115,1.000,0.322,0.322,0.322,0.000,0.322,0.380,0.000,0.322,0.000,0.000,0.380,0.000,0.693,0.405,0.405,0.000,0.405,0.826,0.500,0.000,1.000,0.000,0.000,0.500,0.000,0.536,1.467,0.903,0.000,0.000,0.536,0.000,0.000,0.710,0.000,0.000,1.467,0.000,0.000
568,2,1,1,1,1.179,1.000,0.351,0.351,0.351,0.000,0.351,0.420,0.000,0.351,0.000,0.000,0.420,0.000,0.405,0.392,0.392,0.000,0.392,0.826,0.480,0.000,1.000,0.000,0.000,0.480,0.000,0.365,2.383,1.219,0.000,0.000,0.365,0.000,0.000,0.440,0.000,0.000,2.383,0.000,0.000
568,3,1,1,1,1.179,1.000,0.322,0.322,0.322,0.000,0.322,0.380,0.000,0.322,0.000,0.000,0.380,0.000,0.405,0.358,0.358,0.000,0.358,0.847,0.430,0.000,1.000,0.000,0.000,0.430,0.000,0.438,1.467,0.903,0.000,0.000,0.438,0.000,0.000,0.550,0.000,0.000,1.467,0.000,0.000
568,3,1,1,1,1.179,1.000,0.405,0.405,0.405,0.000,0.405,0.500,0.000,0.405,0.000,0.000,0.500,0.000,0.693,0.419,0.419,0.000,0.419,0.826,0.520,0.000,1.000,0.000,0.000,0.520,0.000,0.365,1.467,0.903,0.000,0.000,0.365,0.000,0.000,0.440,0.000,0.000,1.467,0.000,0.000
568,3,1,1,1,1.295,1.000,0.405,0.405,0.405,0.000,0.405,0.500,0.000,0.405,0.000,0.000,0.500,0.000,0.405,0.425,0.425,0.000,0.425,0.847,0.530,0.000,1.000,0.000,0.000,0.530,0.000,0.536,1.467,0.903,0.000,0.000,0.536,0.000,0.000,0.710,0.000,0.000,1.467,0.000,0.000
568,2,1,1,1,1.179,1.000,0.351,0.351,0.351,0.000,0.351,0.420,0.000,0.351,0.000,0.000,0.420,0.000,0.693,0.425,0.425,0.000,0.425,0.847,0.530,0.000,1.000,0.000,0.000,0.530,0.000,0.438,1.833,1.041,0.000,0.000,0.438,0.000,0.000,0.550,0.000,0.000,1.833,0.000,0.000
543,2,1,1,1,1.439,1.000,0.482,0.482,0.482,0.000,0.482,0.620,0.000,0.000,0.482,0.000,0.620,0.000,1.099,0.507,0.507,0.000,0.507,0.606,0.660,0.000,0.000,1.000,0.000,0.660,0.000,0.718,2.833,1.344,0.000,0.000,0.000,0.718,0.000,1.050,0.000,0.000,0.000,2.833,0.000
543,2,1,1,1,1.253,1.000,0.385,0.385,0.385,0.000,0.385,0.470,0.000,0.000,0.385,0.000,0.470,0.000,1.099,0.425,0.425,0.000,0.425,0.659,0.530,0.000,0.000,1.000,0.000,0.530,0.000,0.610,3.683,1.544,0.000,0.000,0.000,0.610,0.000,0.840,0.000,0.000,0.000,3.683,0.000
543,2,1,1,1,1.439,1.000,0.385,0.385,0.385,0.000,0.385,0.470,0.000,0.000,0.385,0.000,0.470,0.000,1.099,0.451,0.451,0.000,0.451,0.726,0.570,0.000,0.000,1.000,0.000,0.570,0.000,0.610,2.267,1.184,0.000,0.000,0.000,0.610,0.000,0.840,0.000,0.000,0.000,2.267,0.000
543,2,1,1,1,1.317,1.000,0.385,0.385,0.385,0.000,0.385,0.470,0.000,0.000,0.385,0.000,0.470,0.000,0.693,0.451,0.451,0.000,0.451,0.726,0.570,0.000,0.000,1.000,0.000,0.570,0.000,0.859,3.683,1.544,0.000,0.000,0.000,0.859,0.000,1.360,0.000,0.000,0.000,3.683,0.000
543,2,1,1,1,1.317,1.000,0.419,0.419,0.419,0.000,0.419,0.520,0.000,0.000,0.419,0.000,0.520,0.000,1.099,0.451,0.451,0.000,0.451,0.726,0.570,0.000,0.000,1.000,0.000,0.570,0.000,0.859,2.267,1.184,0.000,0.000,0.000,0.859,0.000,1.360,0.000,0.000,0.000,2.267,0.000
